freq	eps_real	eps_img
1.960355e+14		
1.962915e+14		
1.967438e+14		
1.967894e+14		
1.970223e+14		
1.971975e+14		
1.975434e+14		
1.976520e+14		
1.981077e+14		
1.982974e+14		
1.985644e+14		
1.990220e+14		
1.990512e+14		
1.994810e+14		
1.995351e+14		
1.998053e+14		
1.999408e+14		
2.004016e+14		
2.005592e+14		
2.008635e+14		
2.009464e+14		
2.013132e+14		
2.013267e+14		
2.017907e+14		
2.020672e+14		
2.022558e+14		
2.027222e+14		
2.027263e+14		
2.028212e+14		
2.031894e+14		
2.035752e+14		
2.036579e+14		
2.041274e+14		
2.043292e+14		
2.045980e+14		
2.046646e+14		
2.050695e+14		
2.050831e+14		
2.052713e+14		
2.055424e+14		
2.058371e+14		
2.059401e+14		-1.220000e-02
2.060162e+14		
2.064910e+14		
2.065911e+14		
2.069672e+14		
2.073451e+14		
2.074441e+14		
2.079224e+14		
2.080991e+14		
2.081383e+14		
2.084017e+14		
2.088531e+14		
2.088820e+14		
2.092504e+14		
2.093637e+14		
2.096070e+14		
2.097888e+14		
2.098464e+14		
2.103299e+14		
2.103611e+14		
2.108150e+14		
2.111151e+14		
2.113008e+14		
2.117880e+14		
2.118689e+14		
2.122762e+14		
2.125178e+14		
2.126229e+14		
2.127655e+14		
2.132033e+14		
2.132561e+14		
2.133770e+14		
2.137477e+14		
2.141309e+14		
2.142404e+14		
2.147341e+14		
2.148849e+14		
2.152292e+14		
2.156389e+14		
2.157253e+14		
2.162227e+14		
2.163929e+14		
2.167211e+14		
2.169631e+14		
2.171468e+14		
2.172208e+14		
2.173110e+14		
2.177214e+14		
2.179008e+14		
2.182235e+14		
2.186548e+14		
2.187264e+14		
2.191669e+14		
2.192306e+14		
2.194087e+14		
2.197361e+14		
2.201629e+14		
2.202427e+14		
2.207503e+14		
2.209169e+14		
2.211274e+14		
2.212592e+14		
2.216708e+14		
2.217600e+14		
2.217691e+14		
2.222804e+14		
2.224247e+14		
2.227930e+14		
2.231786e+14		
2.233063e+14		
2.238213e+14		
2.239327e+14		
2.243372e+14		
2.246868e+14		
2.247687e+14		
2.248438e+14		
2.248543e+14		
2.253726e+14		
2.254408e+14		
2.258922e+14		
2.261948e+14		
2.264129e+14		
2.269349e+14		
2.269486e+14		
2.274580e+14		
2.277025e+14		
2.279823e+14		
2.284565e+14		
2.285080e+14		
2.290347e+14		
2.292107e+14		
2.295627e+14		
2.299646e+14		
2.300918e+14		
2.306222e+14		
2.307187e+14		
2.311538e+14		
2.314726e+14		
2.316869e+14		
2.322209e+14		
2.322266e+14		
2.327563e+14		
2.329807e+14		
2.332926e+14		
2.334141e+14		
2.335559e+14		
2.337344e+14		
2.338306e+14		
2.343697e+14		
2.344883e+14		
2.349097e+14		
2.352425e+14		
2.354514e+14		
2.359941e+14		
2.359965e+14		
2.365381e+14		
2.367505e+14		
2.370834e+14		
2.375043e+14		
2.376301e+14		
2.381778e+14		
2.382585e+14		
2.387268e+14		
2.390122e+14		
2.392771e+14		
2.396778e+14		
2.397662e+14		
2.398287e+14		
2.403817e+14		
2.405204e+14		
2.409357e+14		
2.412743e+14		
2.414913e+14		
2.420284e+14		
2.420479e+14		
2.426059e+14		
2.427821e+14		
2.431652e+14		
2.435362e+14		
2.437258e+14		
2.441734e+14		
2.442874e+14		
2.442902e+14		
2.448506e+14		
2.450442e+14		
2.454152e+14		
2.457983e+14		
2.459808e+14		
2.465480e+14		
2.465522e+14		
2.471162e+14		
2.473062e+14		
2.476858e+14		
2.480603e+14		
2.482570e+14		
2.485684e+14		
2.488141e+14		
2.488292e+14		
2.494027e+14		
2.495681e+14		
2.499775e+14		
2.503221e+14		
2.505540e+14		
2.510760e+14		
2.511315e+14		
2.517103e+14		
2.518301e+14		
2.522908e+14		
2.525839e+14		
2.528723e+14		
2.533379e+14		
2.534551e+14		
2.540395e+14		
2.540919e+14		
2.546250e+14		
2.548460e+14		
2.552121e+14		
2.556000e+14		
2.558005e+14		
2.559587e+14		
2.563540e+14		
2.563903e+14		
2.569810e+14		
2.571079e+14		
2.575734e+14		
2.578620e+14		
2.581675e+14		
2.586159e+14		
2.587625e+14		
2.593589e+14		
2.593700e+14		
2.599569e+14		
2.601238e+14		
2.605560e+14		
2.608780e+14		
2.611567e+14		
2.616319e+14		
2.617587e+14		
2.623624e+14		
2.623857e+14		
2.628852e+14		
2.629670e+14		
2.631399e+14		
2.635734e+14		
2.638937e+14		
2.641807e+14		
2.646477e+14		
2.647897e+14		
2.654004e+14		
2.654018e+14		
2.660120e+14		
2.661558e+14		
2.666253e+14		
2.669096e+14		
2.672399e+14		
2.676638e+14		
2.677657e+14		
2.678559e+14		
2.684177e+14		
2.684736e+14		
2.690922e+14		
2.691717e+14		
2.697125e+14		
2.699256e+14		
2.703344e+14		
2.706796e+14		
2.709574e+14		
2.714338e+14		
2.715820e+14		
2.721875e+14		
2.722083e+14		
2.728356e+14		
2.729415e+14		
2.734645e+14		
2.736956e+14		
2.740952e+14		
2.743129e+14		
2.744496e+14		
2.747268e+14		
2.752033e+14		
2.753601e+14		
2.759575e+14		
2.759951e+14		
2.766314e+14		
2.767114e+14		
2.772691e+14		
2.774523e+14		
2.774654e+14		
2.779080e+14		
2.782194e+14		
2.785487e+14		
2.789733e+14		
2.791911e+14		
2.797276e+14		
2.798343e+14		
2.804797e+14		
2.804814e+14		
2.811260e+14		
2.812355e+14		
2.817740e+14		
2.819894e+14		
2.824238e+14		
2.827432e+14		
